review,vibe
스끼도 맛있고 회도 맛있졍,
다양한 베트남 음식을 맛볼 수 있습니다,
예전보다 너무 좀 조잡해진 느낌,
두개 다 만원초반이라 너무 황송했어요,
대기하는곳이 조금 좁은느낌 친절함은 좋았습니다,
그래도 한번쯤 다시 가고 싶은 정도,
물론 런치기준입니다,
주문 후 라멘이 다소 늦게 나와 아쉽긴 하였습니다,
건대 강남 대학로 홍대 다 가봤는데 친절도는 보통인데 전반적인 서비스는 되게 별로에요 가까워서 가는거 아니면 비추,
이야기 듣고 갔는데 역시 평범합니다요,
비행기 타고 일본에 가지 않아도 되는 훌륭한 식당,
다 구워 주셔서 편해요,
만두전문점이라 확실히 맛있음,
외부에서 보면 스케치처럼 보이지만 내부에서는 밝고 통풍이 잘됩니다,
충분한 맛,
"주문즉시 만들어서 뜨거울 정도고 튀김옷은 가벼우면서도 바삭하고, 여타 소스없이 소금과 후추에만 찍어먹어도 맛있음",
센스있는 고기집,
하지만 슬프게도 지인은 마라 향신료가 맞지 않아 전혀 못 먹고 어머니도 마라는 못 드시고 하얀소스만 좀 드시긴 했는데 많이 드시진 않았다,
아직 먹어보진 못했지만,
맛은 괜찮은데 위생은 좀 신경쓰셔야 할것 같아요 간이 좀 쌔네요,
런치메뉴 맛잇음,
매운 모듬 쌀국수 먹었는데 시원하고 얼얼하네요 가격도 착하니 홍대서 끼니 때우기 좋네요,
우측 기다란 닷찌석의 남은 두자리 중 한군데 앉음,
알바하시는 분들 친절하심 굿임,
"그 외에는 딱히 불만 없고, 얼큰하고 맛있게 먹었다",
9출이랑 가까워서 좋았고 무엇보다 데이트하기 좋아유,
그리고 여기 볶음밥이 정말정말정말 맛있다 한번쯤 시켜보기를 강추,
고기 질이 좋고 구워주시는 분들의 스킬도 훌륭합니다,
친구들이랑 갔는데 맛있게 잘먹고왔어요,
쭈꾸미가 더 그럴싸하면 술도 더 팔리고 마진도 더 남을텐데,
사장님 너무 친절하셨구요,
서울최고의 한식 프라이드 치킨을 먹고 싶은 분에게 추천합니다,
완전 맛있어요 그런데 웨이팅이 늘 있음 최소 15분최대 45분 정도,
맛있으나 양이 작으니 참고할것,
우동과 같이 튀김의 수준도 뛰어납니다,
라면은 그냥 그랬음,
간장새우와 카레덮밥이 익숙한 맛일 수 있음,
팬케이크랑 잘 어울렸는지도 모르겠다,
"홍대,신촌 근처에서 이곳이 제일 괜찮아요",
맛보다는 추억삼아가는재미 알마니볶음밥은 역시꼬소하네요,
이모든걸 보고 서비스만이 다가 아니라 물론 식사도 맛있었습니다,
낮부터 오픈하는 곱창집 네이버로 검색해서 갔습니다,
여자친구랑 왔는데 너무너무 맛있어요 모둠구이 추천,
분위기 좋고 진짜 맛있습니다,
"팬케이크 맛이야 우리가 아는 그 맛이지만, 퐁신퐁신한 식감이 정말 예술이고, 꿀딸리요도 진짜 맛있습니다",
그리고 꿀딸리요,
매운 치킨은 괜찮았지만 우리 입맛에는 약간 달았습니다,
깔끔한 음식이에요,
"서울에서 만나는 일본의 맛, 한달에 한번씩 생각나는 맛",
한줄로 요약하자면 맛도 그정도로까지 맛집은 아니고 직원들의 태도는 똥망이니까 서비스로 인한 입맛 떨어지는 경험을 하시고 싶다면 가셔도 될 듯 합니다,
이국적인 음식인데 입맛에 맞아요,
오믈렛맛은 별루였고 퀘사디아가 그나마 나았지만 우와 이정도는 아니었음 조용히 앉아서 브런치를 즐기고 싶었지만 옆건물 공사 소음이 너무 거슬렸음 가격대 비해 만족스런 브런치 카페는 아냐,
가지밥도 엄청 대존맛이고 만두시리즈중에는 군만두가 단연 존맛,
메밀 냉소바 온소바 맛나요,
음식 주변이 너무 지저분해서 불쾌감,
개선이 필요 자리가 많이 없고 스테이크 굽는 시간 파스타 조리 시간이 있어 기다림이 좀 더 있음 맛은 좋다 오랜만에 맛집 찾은거 같음,
맛은 정말 맛있는데 직원들이 불친절해요,
고기 가짓수는 3가지로 많지는 않으나 쓸데없는것 없이 깔끔해서 좋네요,
분위기 좋고 음식 맛있네요,
주차때문에,
일본 여행 때 먹어본 가정식 느낌을 아주 잘 살렸어요 만족스럽다고 말하고 싶어요,
와 진짜 신세계 음식 너무 맛있고 너무 친절하세요,
꽤 맛있는 라멘을 먹을 수 있습니다,
한번 들어가면 쉽게 나올 수 없는 곳,
고기는 맛있는데 가게가 매우 정신없고 주문 누락이 종종 있음,
사바사인듯,
가격도 괜찮고 맛도 좋았습니다,
과하지 않으면서도 상큼한 맛으로 부담없이 즐기기 좋은 맛이었다,
"만두, 냉면, 백김치가 아주 일품",
배달로만 시켜먹다 매장 와서 먹어봤어요 열탄불고기 굿굿 맛있어요 된장찌개도 나와요,
외국인이 많이 오네요,
이런 불손한 서비스임에도 이런 가격이라면 청담 신사에서 같은 가격으로 더좋은 분위기에서 더좋은 서비스를 받으며 괜잖은 쉐프들의 다이닝 식사를 경험 할수있으니 돈낭비를 하시지않기를 권합니다,
"재방문 했어요,역시 최고",
맛있다 특히 오이,
이 가게를 우연히 발견했고 최근 여행에서 먹은 최고의 음식 중 하나였습니다,
어떻게 알고오시는지 맛집인증이다,
"골목에 숨겨진 작은 가게, 작지만 깊은 파사드, 전통 불고기 가게",
"늦게까지 열어서 너무 좋았고 오겹살, 항정살, 돼지김치 다 맛있어요",
에피타이저도 줍니당,
기본안주 해물탕도 곱창도 한우라 맛있어요,
양은적었지만 그래도 맛있었는데 최근 뭔가,
다음엔 소유로 한번,
오랜만에 새마을식당에 왔는데 역시 열탄불고기와 7분돼지김치찌개는 정말 맛있었습니다 손님이 많은 이유를 알 것 같습니다,
같이갈사람이 있다면 다른것도먹어볼텐데말이죠,
피자도 맛있고 직원분들도 너무 친절했어욥 다음에 홍대에 가게 되면 또 들리고 싶습니다 ,
일본음식을 제대로 맛볼수 있는 집,
가격 대비 괜찮은 편,
맛은 있으나 가격이 좀 쌤 ,
진동벨 받아서 본인이 접시 받고 반납도 해야해요,
딱 컵 한 잔에 나온 비루,
어두컴컴하고 가격대비 매우 부족해 보인다,
외국인 친화적,
너무 맛있었어요,
차도좋고 만두맛도 좋고 가성비 최고,
원래 소바 전문점인데 돈카츠를 시킨 게 실수였는지 기대한 만큼은 아니었지만 그래도 오래오래 하셨으면 좋겠습니다,
시킨건 차슈 돈부리 세트 가격은 라면 단품 7900,
가족 모두 맛있게 먹었네요,
"분위기도 좋고, 서비스도 매우 좋았습니다",
다음에 홍대 근처에서 회를 먹는다면 이곳으로 100 올 것 같습니다,
골목길에 있어서 찾는데 좀 으슥합니다,
마지막에 냉면이랑 된장밥으로 깔끔하게 마무리했어요,
트리플치즈 펜케이크 35점 치즈가 많다,
다만 치즈량은 기대이하였어요,
동네골목이리 그런지 평일 저녁엔 안붐볐어요,
굳이 웨이팅해서 먹을 정도는 아닌거 같은데,
"알바생들 친절, 가격도 착한 새마을 식당",
그런데 아침부터 소주먹는 대학생 볼때도 있음,
홍대 9번 출구에서 가깝구요,
건강한 맛인데 다 수제라는 점에서 비싼 듯 40분 기다렸고 엄청 맛이 있어서 웨이팅이 있기보단 가성비 좋은 브런치집인데 작아서 어쩔 수 없이 웨이팅이 있는 것 같아영,
대기하느라 넘 추웠음 두 번 대기는 못하게씀,
샤브샤브가 먹고싶어 갔는데 샐러드바도 생각보다 괜찮았음 가격대는 좀있는편이지만 후식까지 야무지게 털고나옴,
국물이 언제먹어도 맛있다,
내부도 깔끔한 편이구요,
홍대입구역 주변 마라탕 3곳 먹어봤는데진화쿵푸는 확실치않음,
무제한점심뷔페 12900원 쇠고기한접시포함 사람 많음 대기줄있음,
1만 5천원에 이정도 구성이면 나름 가성비도 좋다고 생각해요,
서비스좋았어요 먹어본 곳 중에 제일 맛있고 서비스도 최고였습니다 번창하세요,
가격도 제 기준 굉장히 합리적인 곳,
물가는 많이 달라졌지만 풍미는 여전하다,
조금 더 기다리니 쯩겨가 나오고 연달아 하이 샤오롱바오가 나옴,
홍대 개꿀맛집,
다른회는 모르겠음,
소스나 반찬 등의 맛은 그에 비해 짜지 않다,
마지막에 숭늉은 든든함 곱배기,
저렴한 가격대비 괜찮은 맛,
맛잇어요,
급하게 잡은 예약이지만,
"웨이팅이 싫어서 대안으로 찾아간 가게였는데 운이 좋았달까요 원래 가려고 했던 가게가 얼마나 맛있고 만족할수 있을까는 맛보지 않아서 모르겠지만, 이 가게보다 더 맛있기는 힘들거같은데",
"볼살은 식감과 풍미가 다 훌륭했고, 특상돈설은 돈이 아깝지 않았다",
먹는 순간 금액이 브로 납득 됩니다,
이 가격에 샤브샤브 무한리필이 되니 맘껏 먹고 싶을 때 가는 곳,
나이 좀 있으신 남자 서버 한 분만 친절,
복잡하고 사람많아요,
비싼 편이지만 분위기도 좋고 서비스도 좋음,
옛날보다 맛이 변한집 입니다 김치찜 이건 아니죠,
정말 기뻤습니다,
분위기도 좋네요,
아주 신선한 회랑 직접 키운 한국 상추을 주셔서 감사합니다,
저렴하지 않습니다,
전반적으로 맛이 나쁘진 않다,
리코타샐러드,
사장님도 메뉴설명을 해주시는데 남자직원과 같이 입을 가리시고 사근사근 얘기하시길래 여기서 극한직업 영화 찍는줄,
적극추천,
많이 짜요 정말 자극적임 그래서 술안주로먹다가 밥시켜서 밥이랑 먹었어요 밥반찬으로 기가막힘 혀쪼이고 참으로 해로움이 느껴지며 맛있어서 흡입함 어향육슬 꼭 드셔보세요 추천함 피망이랑 채소들이랑 돼지고기 볶은건데 이것도 완전 밥반찬 술안주임 고기가 보들보들 쫄깃함 간장맛으로 짭짤하고 달콤하고 약간 새콤매콤 해요 어딜가나 밥먹을거면 지삼선 꼭 시켜서 밥반찬 으로드세요 가게분위기는 젊고 깨끗합니다 실제로 젊은손님들이 많구요 식당분위기 느낌이지 술이 착착 감기는 분위기는 아님 화장실 안에없고 2층올라가야 있음 대림동은 난닝구입은 배나온 아저씨들 많아서 가면 좀 위축되고 무서워서 하드코어고,
비건채수로 마라탕 주문했는데 칼칼하니 매운 맛이 올라와서 무척 만족스럽네요,
"샤브샤브로도 유명하지만 이번에는 한,중,일로 국물구이샤브로 까지 즐길 수 있으니 메뉴의 다채로움과 풍성한 먹거리로 더욱 마음에 드는 곳이였어요 먼저 샐러드는",
좋은 품질의 소고기를 홍대에서 즐기기에는 그래도 일편등심뿐인거 같습니다,
재방문 의사는 없습니다,
외국인들한테 유명한 곳인지 외국인 친구가 소개해주고 따라간 맛집이다 연어도 간장새우도 안비리고 양도 푸짐했다,
우리는 이곳에 대한 모든 것을 좋아했습니다,
타코와 감튀 그리고 맥주,
이걸 헤아리지 않고 현장에서 기다리는 사람만 세어서 10팀 대기라고 하고 한시간 걸릴거라고 말하면 어떻게 하란 말인지,
가성비 좋다는 평이 많은데 89천원에 이정도 음식이면 가성비 좋은 것도 아님,
외모는 천상 경상도 싸나이이신데 메뉴설명하시는데 내 귀에는 류승용이 치킨가게에서 전화받으면서 지금까지 이런맛은 없었다 이것은 갈비인가 통닭인가라고 들렸음,
닭한마리 여기저기 많이 먹어봤지만 여기처럼 맛있는 집을 못봤어요 국물이 진짜 깊은맛이 있어 맛있고 닭고기도 야들야들하고 고소해요 친절하고 맛있고 깔끔해요 강추합니당,
허나 가성비를 따진다면 글쎄,
정말 맛있네요,
꽤 좋은 품질의 한국,
시도 해봐,
기대하고가면 실망할 수도 있음,
치킨은 꽤 괜찮았어요,
홍대 맛집이라고 하는데 왠지는 모르겠음 불친절과 청결도 별로,
메뉴는 5개 정도로 단초로움,
치킨양도 많고 가성비가 아주 좋았습니다,
맥주들도 다양하고 맛있습니다,
가성비 좋은 홍대 횟집,
맛은 있는데 예약안했다고 빨리먹고 나가야된다는등 불친절했음,
김치찜 맛있고 가격도 착함,
예약가능,
가게가 협소해 회전률이 낮고 계산하러 가기에도 게걸음으로 가야함,
중국 현지 향과 맛이 물씬,
잘못 된것이 아니라 개인적으로 불편함,
"메밀김밥이 정말 맛있는곳, 토마토 메밀국수도 추천",
탕수육은 굉장히 달고 시큼하기때문에 단 맛을 싫어하는 사람에게 안 맞을 수 있음,
"만두도 맛있고, 떡갈비도 맛있고, 냉면은 불지만 않으면 더 맛있다 ",
조만간 얼른 또 가고싶어요,
간에 기별도 안가는 정도 근데 음식값은 한 개에 2만원 선,
장소는 조금 협소해보이지만 요리는 나름 괜찮은 집,
"가격대비 맛있게 먹을 수 있지만, 기다리는 시간이 좀 깁니다",
"생긴지 얼마 안되었고 화제에 오른곳이다 보니 평일 낮시간에 가도 웨이팅이 생기는 인기를 보여주고 있네요, 주문한 메뉴는 야채카레 기본, 치즈토핑은 오픈이벤트로 주고있다고 합니다",
비싸고 기다리는 것만 빼면 맛도 좋고 서비스도 좋고,
"개인적으로는 면이 조금더 거칠었으면, 육수가 조금 더 차가웠으면 좋겠다",
특히 그중에서 목살꼬지추천,
근데 다시 오시더니 웨이팅이 길어서 다 먹었으면 나가달라는 식으로 얘기해서 너무 기분 나빴어요,
무조건 가라야케 세트 추가 시키시고요,
무난하게 먹을수있음,
하얀짬뽕과 어향가지덮밥 강추,
돈은 고기에 써야한다는 선입견 때문일지도,
5번부턴 좀 매움 한끼에 12000원인데 단무지라도 하나 내줬으면 하는생각도함 닭쪽은 약간 양이 작음,
